"Ecocrop_code","Authority","Family","Synonyms","Common_names","Editor","Notes","Sources"
"5940","","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION  A medium sized to tall tree reaching up to 10-25 m, while the trunk may reach a diameter of 100 cm. Heartwood red-brown, tough, hard and durable. USES  The wood is used as fuel. GROWING PERIOD  Perennial. COMMON NAMES  Redwood. FURTHER INF  In Australia, the tree occurs naturally within the latitudinal range of 29-34.5°S mainly at altitudes between 150-350 m.","SOURCES (E. transcontinentalis Maiden)
Boland D 1984 pp 408-409 [TEMP, KTMP, RAIN, DRA, TEXT, FER, DEP, USE]"
"5941","Blake","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION  A thin-stemmed shrub usually 3-4 m high, but can reach up to 10 m, with a moderately dense crown. USES  Can provide firewood and charcoal, and low shade and shelter. GROWING PERIOD  Perennial. COMMON NAMES  Victoria Spring mallee. FURTHER INF  Victoria Spring mallee occurs in the arid central and western Australia within the latitudinal range 22-31°S at elevations between 300-800 m. It is mainly found on tablelands and gentle slopes.","SOURCES (E. trivalvis Blakely)
Turnbull J 1986 pp 266-267 [TEXT, PH, USE, TEMP, KTMP, RAIN, DEP, FER]"
"5942","","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION  Varies from a bushy shrub sometimes less then 1 m high on exposed shorelines, to a small or medium sized tree reaching 8-25 m in height, while the trunk may reach 100 cm in diameter when growing under favourable conditions. Heartwood pinkish brown, close-textured, moderately heavy, moderately durable. USES  The wood is used for poles, sleepers, bridge and wharf construction as well as stumps, plates, flooring, joists and weatherboard. GROWING PERIOD  Perennial. COMMON NAMES  Broad-leaved white mahogany. FURTHER INF  In Australia, the latitudinal range of the tree is 22.5-34°S and it occur at elevations between sea level and 600 m. Broad-leaved white mahogany occurs on a wide range of topography including coastal flats, steep, well-drained slopes and sandstone escarpments. (pH estimated by the compiler).","SOURCES (E. umbra R. Baker ssp. carnea) 
Boland D 1984 pp 266-268 [TEMP, KTMP, RAIN, TEXT, DEP, DRA, FER, USE]"
"5943","","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION  Varies from a bushy shrub sometimes less then 1 m high on exposed shorelines, to a small or medium sized tree reaching 8-25 m in height, while the trunk may reach 100 cm in diameter when growing under favourable conditions. Heartwood light brown, close-textured, moderately heavy, moderately durable. USES  The wood is used for poles, sleepers, bridge and wharf construction as well as stumps, plates, flooring, joists and weatherboard. GROWING PERIOD  Perennial. COMMON NAMES  Broad-leaved white mahogany. FURTHER INF  In Australia, the latitudinal range of the tree is 16-34°S and it occur at elevations between sea level and 1000 m. Broad-leaved white mahogany occurs on a wide range of topography including coastal flats, steep, well-drained slopes and sandstone escarpments. (pH estimated by the compiler).","SOURCES (E. umbra R. Baker ssp. umbra)
Boland D 1984 pp 266-268 [TEMP, KTMP, RAIN, TEXT, DEP, DRA, FER, USE]"
"5945","S.T.B.","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION  A medium-sized to tall tree reaching 35-55 m in height, with a straight bole, up to 200 cm in diameter. USES  The timber is heavy and used for construction purposes. The wood is also used for pulp production, fuelwood and charcoal. The bark can be estracted for tannin. GROWING PERIOD  Perennial evergreen tree. Withstands droughts of 1-5 months. COMMON NAMES  Ampupu, Timor mountain gum. FURTHER INF  Scientific synonym: E. decaisneana, E. alba. Ampupu can be found in open, often secondary montane forest at elevations from 200 to 3000 m. The tree occur naturally within the latitudinal range of 7-10°S. The species is indigenous to Timor and the Lesser Sunda Islands. Annual wood production potential is 20-50 m3/ha. Mentioned as a possible agroforestry species.","SOURCES (E. urophylla S. T. Blake)
Webb D 1980 pp 174 [RAIN, TEMP, TEXT, PH, DRA, LIG, USE]
National RC 1983c pp 16-17 [RAIN, USE, TEMP, RAIN, DEP, DRA, TEXT]
INSPIRE species 95 [RAIN, TEMP, TEXT, PH, DRA, LIG, USE]
Eldridge K 1993 pp 45
Pryor L 1994 (pers. comm.)
Booth T 1990 pp 51
Hensleight T 1988 pp 379 [TEMP, KTMP, RAIN, TEXT, PH, USE]
Soerianegara I 1993 pp 200 & 210 [USE, DEP, DRA]"
"5946","Labill","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","white gum tree, manna gum, ribbon gum, eucalipto folhas de vimeiro, eucalipto do mana'","","BRIEF DESCRIPTION  A medium sized to tall evergreen tree 20-50 m or even 90 m in height, while the trunk may reach a diameter of 150-300 cm. On favourable sites the trunk is long and straight. On drier sites the tree is smaller and in open situations the trunk is short and the branches large and heavy. The crown is usually open and spreading. Sapwood pale, heartwood light pink or pale yellow, with straight grain, moderately coarse-textured, not very strong and not durable. USES  The wood is used for building framing, flooring, panelling, joinery, and pulp for container board. GROWING PERIOD  Perennial. COMMON NAMES  Manna gum, Ribbon gum, White gum. FURTHER INF  Manna gum can be found at elevations between sea-level and 3000 m. Its natural latitudinal range in Australia is 28-43°S. Manna gum can be found over a wide range of topography, varying from coastal flats, over valleys of hilly and mountainous country, to tablelands and mountains. The tree is fire resistant. Annual wood production potential is 10-30 m3/ha.","SOURCES (Eucalyptus viminalis Labill.)
Roecklein J 1987 pp 438 [USE]
Edwards S 1984 pp 223
Webb D 1980 pp 176 [RAIN, TEMP, TEXT, PH, DRA, DEP, SAL, LIG, KTMP, USE]
Troup R 1921 pp 589
INSPIRE species 96 [RAIN, TEMP, TEXT, PH, DRA, DEP, LIG, USE]
Eldridge K 1993 pp 45
Booth T 1990 pp 51
Pryor L 1994 (pers. comm.)
Boland D 1984 pp 470-473 [TEMP, KTMP, RAIN, TEXT, DRA]"
"5947","Blakely","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION
A medium sized to tall tree up to 25-30 m in height, with a trunk diameter of up to 80-100 cm. The trunk is often straingt and 1/2 to 2/3 of the tree height. The crown is large and relatively lightly branched. Heartwood yellow to light reddish brown, close-textured, with wary or interlocked grain, very hard and strong, tough, stiff and very durable. USES  The wood is used for sleepers, poles, flooring and all forms of heavy and light construction. Wandoo forests are valued for watershed protection and recreation. The bark and wood contain commercial quantities of tannin. GROWING PERIOD  Perennial. COMMON NAMES  Wandoo. FURTHER INF  Scientific synonym: E. redunca. In Australia, the tree occurs naturally within the latitudinal range of 30-34.5°S at altitudes between 100-300 m. The tree is usually found in valleys or on low ridges and plateau. (pH estimated by the compiler).","SOURCES (Eucalyptus wandoo Blakely)
Boland D 1984 pp 394-396 [TEMP, KTMP, RAIN, FER, DRA, TEXT, DEP, USE]"
"5954","(Labill.)","Magnoliopsida:Rosidae:Rosales:Eucryphiaceae","","","","BRIEF DESCRIPTION  A medium sized to tall tree reaching 10-30 m in height, while the trunk may reach 50-60 cm in diameter. The crown is deep, compact and quite showy when flowering. At times it only develops into a tall shrub. Heartwood pink to brown, tough, with a straight grain, fine uniform texture, medium strength and visible growth rings. USES  The wood has good working properties and glues, nails, bends and polishes well. GROWING PERIOD  Perennial. COMMON NAMES  Leatherwood. FURTHER INF  In Tasmania, the latitudinal range of the tree is 41-43.5°S and it occur at elevations between sea level and 800 m, with the best development between 30-500 m.","SOURCES (E. lucida (Labill.) Baillon) 
Boland D 1984 pp 128-129 [TEMP, KTMP, RAIN, TEXT, DEP, FER, USE]"
"5967","(Sprengel) Skeels","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","Eugenia brasiliensis Lamk (1789), Myrtus dombeyi Sprengel (1825)","Brazil eugenia, Brazilian cherry, grumix-aneira of Brazil, Bois de nèfle, cerisier du Brésil, jambosier du Brésil, grumichama, grumixama, grumixameira","","BRIEF DESCRIPTION  A small evergreen tree usually reaching 7-10 m in height, but can become up to 20 m, with a narrow compact crown and a short trunk with grey bark. The fruit is a globose to oblate berry, up to 3-5 cm in diameter, deep violet, red or white. USES  The ripe fruit is eaten fresh, while the half ripe fruit can be  made into jams, pies or preserves. The leaves and bark have medicinal properties. The tree can be grown as an ornamental. GROWING PERIOD  Perennial. Seedligs may start to fruit after 4-6 years. KILLING TEMP  Mature trees tolerate -3°C for short periods, but young shoots are affected. COMMON NAMES  Brazil cherry, Grumichama, Cerisier du Bresil, Jambosier du Bresil. FURTHER INF  Scientific synonym: E. brasiliensis, Myrtus dombeyi. Brazil cherry occurs both wild and coltivated in coastel southern Brazil. Light shade and protection from strong winds are best. (TEMP & RAIN estimated by the compiler).","Verheij E 1991 pp 164-165 [USE, KTMP, DEP, TEXT, FER, PH, LIG, LIMITS]"
"5976","Bailey","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION  A medium sized to tall evergreen tree up to 40 m in height, while the trunk may reach a diameter of 180 cm. Under favourable conditions the trunk is straight 2/3 of the tree height and the crown is relatively small. The trunk has buttresses at the base. Heartwood yellow to yellowish grey and uniform in texture. USES  The wood is durable when exposed to the weather but not when in contact with the ground, it is used for building timber including framing, dressed window and door sills, joinery and flooring. GROWING PERIOD  Perennial. COMMON NAMES  Grey satinash, Watergum. FURTHER INF  Grey satinash can be found at elevations between sea level and 900 m. The latitudinal range in Australia is 15.5-18°S.","SOURCES (Eugenia gustavioides Bailey)
Boland D 1984 pp 550-551 [TEMP, KTMP, RAIN, TEXT, DRA, USE, DEP]"
"5995","McVaugh","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","arazá, araça-boi","",NA,NA
"5996","(Be.)","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","BRIEF DESCRIPTION  A small tree usually reaching up to 12 m in height and occasionally it may reach a diameter of 80 cm. USES  The wood can be used as fuel. The tree can provide shade and shelter. An infusion of the bark and roots can be used for stomach pains. The fruit is edible. GROWING PERIOD  Perennial. COMMON NAMES  Forest satinash, Apple, Lady apple, Wild apple, Oloorgo, Pudginjacker, Yinumaninga, E-sie, Murl-kue-kue. FURTHER INF
Scientific synonym: Syzygium suborbiculare. Forest satinash occurs in northern Australia and Papua New Guinea within the latitudinal range 10-17°S at elevations between sea level and 220 m. It is common around creeks and in gullies in dissected sandstone plateaux and favours sand dunes and old sandridges in coastal areas and offshore islands.","SOURCES (Eugenia suborbiculare (Benth.) Hartley & Perry)
Turnbull J 1986 pp 304-305 [TEMP, KTMP, RAIN, TEXT, DEP, DRA, PH, FER, USE]"
"6001","L.","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","Eugenia michelii Lamk (1789)","Brazil cherry, Surinam cherry, pitanga, cerise de Cayenne, cerisescotes, cerise carrée, ceremai belanda, dewandaru, mayom-farang","","BRIEF DESCRIPTION  A small evergreen tree or shrub reaching up to 7 m in height, with spreading, slender, sometimes crooked branches. Flowers fragrant and creamy white, fruits pendulous berries, depressed globose in outline, 1-4 cm in diameter, bright red to blackish when mature. USES  The fruit is eaten fresh or made into jam, jelly, relish or pickles. The juice is fermented into vinegar or wine and sometimes distilled into a liquour. The bark is used for tanning and crushed leaves rekease a pungent oil which is used to repel insects. The leaves and fruits have medicinal properties. It is planted as a hedge and windbreak and as an ornamental. GROWING PERIOD  Perennial. First harvest may be taken after 3-5 years. COMMON NAMES  Brazil cherry, Pitanga cherry, Surinam cherry, Barbados cherry, Cayenne cherry, Pitang, Cerise de Cayenne, Cerises-cotes, Cerise carree, Ceremai belanda, Dewandaru, Mayom-farang. FURTHER INF  Scientific synonym: E. michelii. Brazil cherry is native of north-eastern and central-eastern South America. In the tropics it can be found at elevations between sea level and 1800 m. It is well adapted to areas of high relative humidity, but it withstands a long dry season.","SOURCES (E. uniflora L.)
Duke J 1975 pp 16 [PH, RAIN, TEMP]
Roecklein J 1987 pp 240 [USE, TEXT]
Popenoe W 1974 pp 286
Williams C 1979 pp 140
Argles G 1976 pp 355
Purseglove J 1974 pp 401 [USE]
Rice R 1990 pp 120 [USE, KTMP, PH, TEXT, DRA]
Verheij E 1991 pp 165-167 [USE, TEMP, KTMP, LIG, RAIN, TEXT, DRA, SAL]"
"6002","Camb.","Magnoliopsida:Rosidae:Myrtales:Myrtaceae","","","","SOURCES
Hackett C 1982 pp 94 [FER, PHO, DEP, PH, TEXT, TEMP]
Popenoe W 1974 pp 309-310 [USE]
GROWING PERIOD
Perennial evergreen shrub or small tree.
COMMON NAMES
Uvalha, Ubaia, Uvaia, Uvalha de mata.
FURTHER INF
Uvalha can be found both wild and cultivated in southern Brazil at elevations between 300 and 1500 m.",""
"6029","L.","Magnoliopsida:Dilleniidae:Euphorbiales:Euphorbiaceae","","caper spurge","",NA,NA
"6040","L.","Magnoliopsida:Dilleniidae:Euphorbiales:Euphorbiaceae","pencil tree, milk bush","","","SOURCES
Webb D 1984 pp 180 [RAIN, TEMP, TEXT, PH, DRA, LIG, USE]
White F 1983 pp 128 201
INSPIRE species 97 [RAIN, TEMP, TEXT, PH, DRA, LIG, USE]
GROWING PERIOD
Perennial tree.
COMMON NAMES
Rubberhedge euphorbia, Milk-bush, Mgovu, Manyara.
FURTHER INF
Rubberhedge euphorbia can be found at elevations between sea level and 2000 m. The tree occur naturally within the latitudinal range of 18°N-20°S. It can reach a height of 3-10 m. The tree is drought hardy.",""
"6051","Burr.","Liliopsida:Arecidae:Arecales:Palmae","","","","SOURCES
Pedersen H 1990 pp 89-105 [DRA, USE, TEMP, RAIN, TEXT, SAL, FER, LIG]
GROWING PERIOD
Perennial evergreen tree (palm).
COMMON NAMES
Palmiche, Naidi, Bambil, Mamba-san-chi, Murrapo, Naidisa, Nandisa.
FURTHER INF
Scientific synonym: (may be the same species as E. oleracea). Euterpe belong to the palm subdamily Arecoideae. Palmiche is native the Pacific coast of Colombia and Ecuador. It can reach a height of 15 m, and often has more than 10 mature trunks in one cluster. In Colombia and Ecuador, it is found at elevations between sea level and 200 m, being most frequent near sea level. Because many of the localities where palmiche occurs are subject to daily flooding, annual rainfall is probably of minor importance. Mentioned as a potential agroforestry species.",""
