"crop_code","species","Life.form","Habit","Life.span","Physiology","Category","Plant.attributes","temp_opt_min","Temp_Opt_Max","Temp_Abs_Min","Temp_Abs_Max","Rain_Opt_Min","Rain_Opt_Max","Rain_Abs_Min","Rain_Abs_Max","Lat_Opt_Min","Lat_Opt_Max","Lat_Abs_Min","Lat_Abs_Max","Alt_Opt_Min","Alt_Opt_Max","Alt_Abs_Min","Alt_Abs_Max","pH_Opt_Min","pH_Opt_Max","pH_Abs_Min","pH_Abs_Max","Light_Opt_Min","Light_Opt_Max","Light_Abs_Min","Light_Abs_Max","Depth_Opt","Depth_Abs","Texture_Ops","Texture_Abs","Fertility_Ops","Fertility_Abs","Al_Toxicity_Opt","Al_Toxicity_Abs","Salinity_Ops","Salinity_Abs","drainage_opt","drainage_abs","Climate.Zone","photoperiod","Killing.temp..during.rest","Killing.temp..early.growth","Abiotic.toler.","Abiotic.suscept.","Introduction.risks.","Product..system","Cropping.system","Subsystem","Companion.species","Level.of.mechanization","Labour.intensity","cycle_min","cycle_max","use.main","use.detailed","use.part","datasheet_url"
"432","Apium graveolens var. dulce","herb","erect, acaulescent (or rosette plants)","annual, biennial","single stem","vegetables, materials","grown on small scale","18","25","4","28","1000","1300","300","2800","20","10","55","60","---","---","-","2000","5.8","6.8","4.5","8.3","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","medium, organic","heavy, medium, light, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","long day (>14 hours)","-5","-1","","","","home garden, small scale (manual)","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","80","160","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=432"
"443","Araucaria cunninghamii","tree","erect","perennial","evergreen, single stem","fruits & nuts, ornamentals/turf, forest/wood","","18","28","5","34","1000","2000","800","4800","-","-","30","32","---","---","-","2800","5","6.5","4.5","7.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), subtropical humid (Cf)","short day (<12 hours)","-5","-1","wind, coastal salt spray","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","210","300","food & beverage","protein","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=443"
"449","Areca catechu","tree","erect","perennial","evergreen, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic","grown on small scale","16","33","7","39","1500","3000","750","5000","-","-","20","22","---","---","-","1000","5.5","6","4.5","6.8","cloudy skies","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","365","food & beverage","minerals","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=449"
"459","Artocarpus heterophyllus","tree","erect","perennial","evergreen, single stem","fruits & nuts, medicinals & aromatic, forest/wood","grown on large scale","20","30","16","34","1500","3000","700","4200","-","-","25","30","---","---","-","1600","5.5","7.5","4.3","8","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","long day (>14 hours)","no input","no input","","drought, flooding","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","210","365","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=459"
"465","Arundo donax","grass","erect","perennial","","forage/pasture, ornamentals/turf, medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","wide","wide","","","","","","","","","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","material","canes","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=465"
"468","Asparagus officinalis","herb","erect","perennial","multi stem","vegetables, medicinals & aromatic","grown on large scale","15","30","6","38","800","1200","500","4000","-","-","60","60","---","---","-","2600","6","6.7","4.5","8.2","very bright","very bright","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","medium, organic","medium, light","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-5","-1","","","","large scale/commercial, protected cultivation","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","210","270","food & beverage","vitamins","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=468"
"478","Asystasia gangetica","herb","erect","annual","multi stem","forage/pasture, materials, environmental","grown on small scale","23","28","8","37","1000","1500","700","2500","-","-","-","-","---","---","-","-","4","4.5","3.5","5","cloudy skies","heavy shade","clear skies","heavy shade","shallow (20-50 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","42","365","environmental","erosion control","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=478"
"481","Avena sativa","grass","erect","annual","","cereals & pseudocereals, cover crop","grown on large scale","16","20","5","30","600","1000","250","1500","45","40","60","60","---","---","-","-","5","6","4.5","7.5","very bright","very bright","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","neutral day (12-14 hours), long day (>14 hours)","-15","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","110","270","food & beverage","starch","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=481"
"482","Averrhoa bilimbi","tree","erect","perennial","single stem","fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental","grown on small scale","23","30","10","36","1200","2300","700","4000","-","-","20","25","---","---","-","1200","5.5","6.5","5","8.3","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, organic","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","-3","-1","","wind","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","140","365","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=482"
"483","Averrhoa carambola","shrub, tree","erect","perennial","single stem, multi stem","fruits & nuts, materials, medicinals & aromatic","grown on small scale","24","30","5","39","1200","2000","600","3000","-","-","30","32","---","---","-","1200","5.5","6.5","5","8.5","light shade","light shade","cloudy skies","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, organic","heavy, medium, light, wide, organic","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-2","-1","wind","flooding","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","365","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=483"
"485","Axonopus compressus","grass","erect","","multi stem","forage/pasture, ornamentals/turf, environmental, weed","grown on small scale","23","30","16","35","1000","4000","775","5000","-","-","27","27","---","---","-","2300","5.5","6","5","7","clear skies","light shade","very bright","heavy shade","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","can become a weed","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=485"
"493","Bambusa vulgaris","grass","erect","perennial","evergreen, multi stem","materials, environmental","grown on small scale","22","28","9","32","1200","2500","700","4500","15","-","25","40","---","---","-","-","5","6","4.5","6.5","cloudy skies","light shade","clear skies","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","300","365","material","fibres","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=493"
"501","Barringtonia racemosa","tree","erect","perennial","single stem","vegetables, materials, ornamentals/turf, medicinals & aromatic","","160","28","12","38","500","1500","400","2000","-","-","25","40","---","---","-","300","5.5","7","5","7.5","clear skies","very bright","clear skies","very bright","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year)","poorly (saturated >50% of year)","tropical wet & dry (Aw), subtropical humid (Cf)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=501"
"504","Basella alba","herb","climber/scrambler/scadent","annual, perennial","multi stem","vegetables","grown on small scale","23","27","10","35","2000","2500","700","4200","5","-","20","25","---","---","-","1500","5.5","7","4.3","7.5","clear skies","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, organic","heavy, medium, light","high","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours), neutral day (12-14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","55","180","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=504"
"505","Basella rubra","herb","climber/scrambler/scadent","annual, perennial","multi stem","vegetables, ornamentals/turf","grown on small scale","23","27","10","35","2000","2500","700","4200","5","-","20","25","---","---","-","1600","5.5","7","4.3","7.5","clear skies","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, organic","heavy, medium, light, organic","high","high","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours), neutral day (12-14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","55","180","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=505"
"508","Bauhinia variegata","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood","grown on small scale","12","38","5","47","600","2200","400","2500","-","-","30","30","---","---","-","1800","5.5","7","5","7.5","very bright","very bright","clear skies","very bright","deep (>>150 cm)","shallow (20-50 cm)","medium, light","medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), subtropical dry summer (Cs)","","-5","-1","drought","fire","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=508"
"513","Benincasa hispida","herb","climber/scrambler/scadent","annual","multi stem, C3 photosynthesis","fruits & nuts","grown on small scale","24","30","12","37","400","800","300","2800","-","-","20","25","---","---","-","1500","5.6","6.8","5","7.5","very bright","cloudy skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","light, organic","heavy, medium, light","high","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","2","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","80","160","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=513"
